0.852287,0.323868,1
0.488613,0.370627,1
0.741289,0.131876,1
0.833447,0.648093,0
0.157118,0.78443,0
0.881632,0.768311,0
0.48239,0.803496,0
0.652989,0.00303008,1
0.272295,0.293707,1
0.410076,0.878581,0
0.375875,0.16557,1
0.728924,0.961816,0
0.41382,0.67709,1
0.708357,0.521459,1
0.573326,0.0981115,1
0.984658,0.425614,1
0.421979,0.473271,1
0.796241,0.163268,1
0.605147,0.629688,1
0.811361,0.762265,0
0.414117,0.692993,1
0.530576,0.896507,0
0.49649,0.183564,1
0.899537,0.768785,0
0.477271,0.309613,1
0.647366,0.853146,0
0.475183,0.37629,1
0.814962,0.889004,0
0.0533796,0.523319,1
0.410463,0.626706,1
0.62143,0.39512,1
0.0523198,0.043409,1
0.868391,0.848561,0
0.206677,0.473538,1
0.478248,0.0180386,1
0.235803,0.892365,0
0.711032,0.766379,0
0.788872,0.207521,1
0.949943,0.688409,0
0.976306,0.427214,1
0.998022,0.623672,0
0.28036,0.473206,1
0.999962,0.0953216,1
0.362209,0.0533414,1
0.61864,0.772672,1
0.680048,0.24007,1
0.167792,0.732367,0
0.283479,0.0361832,1
0.580928,0.490156,1
0.509721,0.059176,1
0.508195,0.745524,1
0.951541,0.219227,1
0.511903,0.740413,1
0.426748,0.461846,1
0.428823,0.403055,1
0.889059,0.426845,1
0.0267268,0.169419,1
0.900051,0.0266887,1
0.264741,0.26226,1
0.0800301,0.883381,0
0.0349317,0.760078,0
0.123451,0.202724,1
0.492445,0.40693,1
0.238907,0.0733728,1
0.897086,0.748628,0
0.132549,0.405281,1
0.494153,0.0840901,1
0.624508,0.00605557,1
0.824504,0.0512566,1
0.467901,0.253326,1
0.454311,0.356961,1
0.680171,0.481038,1
0.52638,0.580222,1
0.507727,0.79112,1
0.842482,0.587757,1
0.674501,0.877413,0
0.347835,0.797952,0
0.0801372,0.84028,0
0.204882,0.319044,1
0.913652,0.101968,1
0.0676726,0.0462011,1
0.50725,0.561825,1
0.130291,0.131758,1
0.567881,0.954795,0
0.183015,0.0357822,1
0.208121,0.637326,1
0.392743,0.888292,0
0.118364,0.919123,0
0.468514,0.626091,1
0.710243,0.310995,1
0.213847,0.384744,1
0.188409,0.561682,1
0.182696,0.268546,1
0.401962,0.387578,1
0.58759,0.315614,1
0.489546,0.655263,1
0.361815,0.996796,0
0.217088,0.492106,1
0.128554,0.784969,0
0.446901,0.311568,1
0.820751,0.655022,0
0.948894,0.213494,1
0.543314,0.0672576,1
0.132617,0.011828,1
0.693348,0.84286,0
0.322823,0.907196,0
0.227605,0.511232,1
0.468878,0.410301,1
0.779778,0.870839,0
0.797879,0.367368,1
0.186453,0.287425,1
0.022631,0.548268,0
0.28422,0.239719,1
0.0403745,0.412774,1
0.0246879,0.487275,1
0.724342,0.845439,0
0.142298,0.673236,0
0.0589331,0.685612,0
0.740493,0.19155,1
0.69744,0.433842,1
0.0344103,0.0202632,1
0.341037,0.262015,1
0.531495,0.809915,0
