0.764426,0.149885
0.043695,0.48182
0.174296,0.229928
0.57956,0.416896
0.388735,0.734284
0.415906,0.3665
0.257796,0.283518
0.396027,0.654084
0.90396,0.41851
0.717898,0.462205
0.336606,0.636501
0.780502,0.21606
0.428948,0.604795
0.703448,0.0207016
0.719214,0.181238
0.158489,0.0254391
0.540594,0.421466
0.772532,0.325425
0.154354,0.0433234
0.0179961,0.379929
0.111566,0.160431
0.622032,0.589379
0.866782,0.292827
0.478032,0.354241
0.841707,0.0734548
0.488901,0.231944
0.562236,0.699424
0.545921,0.71742
0.00235084,0.451018
0.443391,0.317799
0.290317,0.637539
0.856737,0.12644
0.448597,0.0642265
0.461923,0.104983
0.182748,0.213139
0.944752,0.379245
0.867187,0.381596
0.342526,0.0204373
0.039145,0.325772
0.539169,0.771117
0.765623,0.583057
0.0408986,0.145701
0.633267,0.488227
0.863175,0.063091
0.219523,0.102236
0.640097,0.378201
0.165654,0.436055
0.549506,0.478751
0.716262,0.723112
0.42987,0.397278
0.172171,0.260453
0.791647,0.479976
0.736895,0.120073
0.469838,0.285727
0.791149,0.644157
0.883577,0.408503
0.436641,0.382276
0.126196,0.51286
0.566138,0.657423
0.221413,0.349298
0.35544,0.432526
0.768823,0.484804
0.93348,0.108793
0.742294,0.67493
0.134937,0.251784
0.984534,0.464363
0.216407,0.298092
0.260426,0.150248
0.288762,0.281285
0.0930621,0.171178
0.783783,0.615776
0.51491,0.575387
0.595334,0.710324
0.67744,0.171691
0.592494,0.460452
0.209092,0.553514
0.58257,0.673816
0.620504,0.457599
0.128922,0.166529
0.526062,0.436464
0.581041,0.645556
0.807198,0.298985
0.840338,0.58157
0.476322,0.710491
0.0235709,0.462859
0.654808,0.37716
0.35145,0.350516
0.721908,0.363511
0.549965,0.0319214
0.763473,0.247793
0.974537,0.271364
0.029571,0.0138744
0.658122,0.590584
0.411753,0.663943
0.231406,0.213908
0.886486,0.564438
0.319569,0.283376
0.334221,0.0468493
0.0593649,0.0213865
0.247368,0.0509576
0.424293,0.572026
0.17118,0.230148
0.295227,0.324308
0.27899,0.173522
0.851591,0.507743
0.671984,0.567108
0.869374,0.238769
0.910783,0.409949
0.542775,0.705176
0.116802,0.474966
0.354771,0.0828314
0.806649,0.560692
0.469199,0.363257
0.837128,0.126999
0.467985,0.449931
0.543676,0.728153
0.646524,0.551119
0.707008,0.142976
0.223926,0.236117
0.628391,0.483043
0.956952,0.259161
0.672419,0.449361
0.150182,0.372256
0.319217,0.0792634
0.851509,0.137492
0.510801,0.361418
0.729286,0.432614
0.742038,0.395009
0.321522,0.351961
0.82251,0.3863
0.0516512,0.0587191
0.831911,0.208901
0.285948,0.528118
0.88296,0.379627
0.273309,0.0568937
0.569585,0.78618
0.816889,0.528218
0.499418,0.672249
0.496142,0.555812
0.0780561,0.184795
0.751528,0.458105
0.414808,0.0276897
0.844469,0.372569
0.0736328,0.145669
0.361515,0.641811
0.858299,0.233251
0.287728,0.0773095
0.934534,0.243645
0.254798,0.600422
0.443034,0.674055
0.355171,0.0355707
0.167253,0.0647975
0.386476,0.647482
0.76882,0.654579
0.318415,0.393391
0.741161,0.648189
0.536477,0.0912234
0.477462,0.446394
0.0602571,0.269513
0.876304,0.402339
0.691604,0.569593
0.30566,0.019871
0.990193,0.107105
0.541401,0.384744
0.212405,0.49037
0.733583,0.074584
0.902242,0.380244
0.652917,0.650997
0.856818,0.106775
0.303652,0.648176
0.826163,0.0161612
0.346131,0.273332
0.336658,0.331504
0.43429,0.188322
0.380189,0.491974
0.710832,0.333685
0.903681,0.159848
0.0189919,0.239976
0.81655,0.0830327
0.675827,0.429164
0.337565,0.200112
0.595803,0.580302
0.502219,0.291134
0.348082,0.194814
0.210106,0.213806
0.844316,0.146876
0.463115,0.484394
0.800087,0.300945
0.988191,0.162873
0.550413,0.500437
0.300957,0.0962409
0.543475,0.59846
0.855729,0.156648
0.831755,0.000964166
0.78419,0.46408
0.675362,0.264167
0.649567,0.0216397
0.0529362,0.00983068
0.222127,0.560244
0.541036,0.404676
0.781775,0.524354
0.217328,0.380083
0.866687,0.211839
0.525124,0.320958
0.0834697,0.373894
0.804688,0.596021
0.0263434,0.187452
0.34424,0.728488
0.260596,0.510263
0.14304,0.594278
0.16355,0.2572
0.648139,0.200751
0.396896,0.725876
0.287989,0.640377
0.0960069,0.245213
0.226708,0.368707
0.737492,0.511746
0.460115,0.675296
0.178767,0.323436
0.568809,0.720331
0.0456196,0.123131
0.510844,0.708798
0.452676,0.672998
0.881666,0.133113
0.567856,0.31188
0.0676146,0.160498
0.489777,0.525202
0.525973,0.570821
0.202545,0.484809
0.770135,0.613618
0.0452435,0.0662943
0.294248,0.515816
0.585751,0.0382283
0.207974,0.0539781
0.559788,0.256523
0.524393,0.120257
0.503631,0.0619822
0.23053,0.141816
0.606205,0.70686
0.763603,0.474622
0.457094,0.19681
0.415285,0.00351378
0.43977,0.0921245
0.412215,0.595755
0.359352,0.664403
0.856455,0.270608
0.881564,0.170101
0.296261,0.0462249
0.752129,0.503319
0.380285,0.358373
0.429916,0.770589
0.541528,0.671065
0.794957,0.030417
0.463811,0.768436
0.143813,0.025349
0.769927,0.256152
0.103232,0.227596
0.894047,0.0225538
0.075091,0.262319
0.971018,0.32882
0.800649,0.472633
0.676504,0.692773
0.0556787,0.18605
0.00960822,0.0946785
0.436348,0.19791
0.534153,0.0919567
0.662376,0.441221
0.67747,0.516312
0.461001,0.487331
0.97362,0.287979
0.827033,0.0201624
0.0183454,0.373619
0.46581,0.383227
0.960472,0.353729
0.344155,0.0161048
0.526346,0.693575
0.970855,0.154576
0.744184,0.128196
0.928881,0.466816
0.0536658,0.485162
0.309867,0.550315
0.683217,0.510787
0.0550522,0.381288
0.477893,0.352143
0.388064,0.0963273
0.586215,0.0864735
0.748849,0.0153546
0.931645,0.0690204
0.488061,0.203448
0.427705,0.513315
0.186923,0.196532
0.299872,0.345056
0.428924,0.400108
0.228757,0.266065
0.29134,0.532774
0.988502,0.020835
0.636635,0.44854
0.835084,0.635463
0.108497,0.364259
0.745506,0.178724
0.225914,0.258065
0.721678,0.549404
0.286462,0.537906
0.0546934,0.174541
0.33624,0.00962517
0.814318,0.553945
0.637452,0.662441
0.961937,0.0679732
0.548833,0.0393933
0.369549,0.761071
0.723039,0.0475332
0.097364,0.102227
0.920228,0.438466
0.378556,0.252784
0.530138,0.75093
0.12217,0.0421136
0.519195,0.590947
0.378777,0.683536
0.964683,0.0796838
0.588145,0.382039
0.4475,0.28591
0.374828,0.40808
0.895835,0.101558
0.437106,0.480335
0.716942,0.639629
0.84644,0.604312
0.228722,0.049505
0.50124,0.63765
0.524689,0.0851499
0.261005,0.459978
0.408812,0.471448
0.546404,0.651408
0.0418408,0.497848
0.616962,0.72657
0.0439839,0.22781
0.948016,0.0135031
0.451067,0.052938
0.881393,0.46175
0.413276,0.200435
0.0392249,0.498933
0.292584,0.540774
0.150254,0.157736
0.0574291,0.20172
0.602254,0.0547652
0.23223,0.00278146
0.322183,0.453849
0.987748,0.335241
0.170329,0.174012
0.150361,0.213237
0.781801,0.50582
0.850612,0.315758
0.686777,0.547987
0.3682,0.153008
0.885521,0.303369
0.901776,0.0851694
0.0613055,0.300593
0.463218,0.27609
0.226339,0.0794984
0.737978,0.447698
0.423628,0.333219
0.322515,0.234995
0.727223,0.693799
0.652331,0.0187301
0.290361,0.0540675
0.798561,0.517285
0.513475,0.481602
